Vegetable,Nitrogen (N),Phosphorus (P),Potassium (K),Rainfall (mm),pH,Temperature,Humidity
Chinese cabbage,176,148,167,196.780261,6.834066,23.667138,67.637478
Cucumbers,151,136,151,210.775082,6.320171,24.849237,61.539434
Mustard greens,142,107,135,197.646611,6.313886,20.26596,69.981147
Bell peppers,147,115,157,189.626635,5.573867,21.371786,63.486382
Chinese cabbage,173,145,179,202.274495,6.874482,20.343667,64.641587
Radishes,110,100,112,165.739463,6.676041,23.543968,65.858001
Brussels sprouts,193,166,187,228.511857,6.667614,19.328525,60.285425
Chinese cabbage,182,130,175,208.011808,5.684269,22.166765,64.485065
Brussels sprouts,183,162,192,225.336559,6.75368,19.180429,67.989626
Zucchini,162,131,150,225.946549,6.173883,25.617447,63.855079
Chinese cabbage,170,140,163,190.073475,6.984174,22.559679,69.692718
Lettuce,157,117,153,218.990243,6.663421,23.304446,63.785099
Chinese cabbage,185,133,174,204.07001,5.933601,21.994089,65.269462
Broccoli,180,135,200,216.363236,6.966624,21.219786,64.979125
Zucchini,178,131,156,231.690447,5.679943,23.420991,69.389714
Tomatoes,177,156,192,229.279279,6.91363,21.306144,62.15733
Kale,152,106,147,202.607415,5.809592,17.128318,68.238426
Cucumbers,150,132,151,202.512217,6.649699,23.34291,69.469149
Spinach,145,136,165,199.066321,6.287492,18.366721,62.147356
Cauliflower,189,138,165,207.855848,6.83509,20.806973,61.413289
Celery,126,100,140,173.329491,6.826911,15.717823,79.675708
Eggplant,159,114,150,201.323048,6.877584,24.58524,67.930667
Cucumbers,167,135,144,200.562598,6.97116,20.095685,65.639056
Carrots,129,102,116,178.704058,6.332978,17.626524,71.807933
Cucumbers,170,127,152,205.200914,6.981337,23.963517,69.990109
Spinach,149,120,163,207.169444,5.83507,15.487412,60.586448
Broccoli,185,131,196,219.960192,5.869344,22.556427,69.632598
Cabbage,201,167,219,199.545585,6.673165,19.609283,77.754086
Bok choy,159,133,140,187.419373,6.248284,19.599647,60.427208
Radishes,117,92,118,162.291546,5.818989,22.573774,63.859419
Spinach,141,137,179,193.968127,5.513268,18.613933,65.348233
Bok choy,153,130,148,186.80454,6.559469,20.793602,65.050369
Brussels sprouts,181,160,183,214.766734,6.717939,16.367908,63.493714
Radishes,116,94,101,169.93997,5.596778,19.62152,66.861216
Radishes,116,95,101,164.931884,5.679176,20.988068,65.859386
Spinach,143,132,163,205.897333,5.711466,16.645722,68.575392
Bok choy,166,121,158,189.195964,5.650491,20.957736,65.920737
Tomatoes,173,147,194,231.484951,5.8908,24.257183,69.542057
Peas,131,120,133,192.845536,5.841349,18.724579,61.894412
Tomatoes,177,156,197,233.290245,6.303159,23.338678,67.017692
Broccoli,197,125,198,219.972771,6.829208,18.239526,60.423663
Celery,127,105,135,164.659259,6.365358,19.842466,76.473905
Bok choy,154,139,155,187.682483,5.596665,21.637157,67.692863
Bok choy,166,131,146,187.179486,5.596242,21.807077,64.85362
Cabbage,210,151,207,186.225284,6.244563,17.879927,79.758924
Radishes,116,86,104,167.004457,5.544377,22.645649,66.306106
Cauliflower,184,130,176,200.540406,5.845214,23.47048,68.040816
Celery,125,102,143,178.51886,7.441449,16.872198,78.190585
Tomatoes,176,147,183,221.220193,5.725431,24.849823,62.003553
Brussels sprouts,188,162,197,228.851336,5.615738,15.560824,66.70433
Carrots,137,107,108,187.849539,6.660415,15.564082,76.837384
Peas,149,107,124,192.044278,6.1991,19.538485,69.457017
Cucumbers,167,133,145,219.388288,6.16549,23.11142,67.953752
Radishes,128,96,106,168.84999,6.239387,19.719766,62.635241
Carrots,140,94,108,179.030306,7.144798,16.198829,70.686046
Broccoli,199,131,194,203.51926,6.050122,22.392783,65.9622
Beans,155,125,130,209.198175,6.480016,18.486727,67.285774
Kale,143,118,136,200.922555,6.531773,16.955287,67.685824
Mustard greens,133,110,126,187.080502,5.531181,22.701895,61.507553
Carrots,128,93,106,182.61523,6.345039,15.794886,77.863785
Zucchini,175,136,152,231.752768,5.96944,22.027712,66.391816
Broccoli,183,128,189,215.527851,6.00407,23.140305,64.263549
Eggplant,150,119,134,218.071529,6.443876,25.589339,68.339281
Cucumbers,151,126,144,203.650394,5.931262,21.342278,67.757612
Broccoli,185,140,187,208.935442,5.585371,23.270589,67.752034
Kale,149,118,131,219.331332,6.290178,16.398685,67.72629
Chinese cabbage,178,143,172,194.803951,6.778997,21.383909,64.629345
Peas,142,111,124,193.705189,6.817543,17.596402,64.413928
Broccoli,191,128,190,210.374885,6.531852,21.845358,64.633955
Tomatoes,179,142,182,231.700959,5.964922,25.22015,67.581613
Radishes,113,99,120,168.288543,5.702432,18.93508,64.687571
Chinese cabbage,184,142,179,208.877338,6.918547,21.403304,66.058668
Carrots,125,104,118,175.824992,6.781586,19.212786,70.083781
Bok choy,153,125,140,170.502796,6.703715,22.946475,61.764987
Carrots,137,96,107,185.42894,7.292785,15.747657,76.483581
Bell peppers,146,111,164,192.999682,5.578355,22.668052,66.486176
Broccoli,199,135,199,204.331824,5.934734,19.365354,64.456972
Carrots,127,92,113,179.786573,6.867917,18.594366,74.588654
Bok choy,164,131,140,172.705617,5.910981,22.557325,65.872254
Cabbage,204,163,200,191.206157,6.4426,18.925504,77.174074
Celery,131,103,130,171.862024,7.455547,18.516124,79.321528
Kale,144,113,143,205.40118,6.708379,18.829431,65.915846
Bell peppers,137,100,167,187.679979,6.403994,20.511728,63.652058
Peas,142,108,129,189.148642,5.790915,17.942732,63.775476
Broccoli,180,127,185,203.991118,6.24759,19.884057,60.238582
Lettuce,166,107,164,219.790081,6.815738,23.131027,65.126766
Broccoli,197,121,192,215.813275,6.124224,19.863431,68.371827
Radishes,121,87,108,157.542628,6.296417,20.106017,68.441256
Bell peppers,149,111,153,195.002658,6.493765,22.636075,66.531931
Celery,130,108,143,161.341493,7.458783,17.296192,76.105131
Zucchini,165,144,166,226.650756,6.505012,20.231166,65.850047
Peas,137,101,122,181.547255,6.527274,15.749308,69.155087
Cauliflower,181,130,161,200.149016,5.602051,23.435514,68.085798
Peas,141,116,128,187.815995,6.518404,19.433299,69.494867
Cucumbers,151,120,142,216.405772,6.051118,25.533723,62.139187
Peas,136,106,137,192.389817,6.703962,15.238342,68.744372
Tomatoes,175,145,181,224.79221,6.018262,20.07335,69.83716
Carrots,122,110,115,171.807948,7.07659,17.93451,78.857841
Cabbage,212,170,216,193.111933,7.371795,16.85962,76.241541
Radishes,119,80,109,154.42286,6.257437,21.846579,67.53174
Spinach,154,130,177,205.957341,6.804117,16.401446,66.541153
Kale,148,118,132,205.955897,6.867057,17.912242,67.217399
Brussels sprouts,185,169,187,212.178925,6.8017,19.110695,68.45838
Radishes,129,93,100,164.086555,6.104759,19.919015,60.27367
Broccoli,191,124,184,215.747089,5.596207,20.702015,64.636793
Radishes,118,88,106,169.454871,6.483797,23.052798,67.527611
Chinese cabbage,173,139,171,191.2735,6.989079,18.630983,61.066596
Brussels sprouts,192,163,186,215.586359,6.307789,18.816407,66.067582
Zucchini,167,135,164,232.728852,6.023013,22.569951,66.223445
Celery,128,112,135,163.451279,6.747872,19.270071,75.266226
Celery,135,119,134,161.019137,6.116308,15.59259,75.160254
Cucumbers,156,126,155,211.934466,5.894072,24.738224,64.847825
Chinese cabbage,175,136,160,192.320821,6.004332,20.310917,63.188987
Cabbage,213,162,206,194.822676,7.468924,17.588766,71.877211
Brussels sprouts,189,170,181,214.563864,6.251922,17.426272,63.45617
Beans,141,117,149,213.870638,7.235889,18.698247,68.734551
Tomatoes,176,151,200,235.141778,6.812178,24.31045,68.54249
Kale,152,119,134,206.917944,6.526701,19.275263,61.715033
Radishes,123,95,116,164.604723,5.855737,20.699152,60.296861
Eggplant,157,117,146,204.26406,7.414673,21.913653,61.780605
Cucumbers,152,132,140,203.779935,6.338323,25.198644,64.954378
Cauliflower,180,131,170,199.030291,5.64704,21.702143,60.937461
Cabbage,204,164,210,189.769735,6.984468,15.741141,73.255758
Zucchini,165,145,158,229.201445,6.469759,23.129691,61.733539
Broccoli,180,133,188,211.331559,6.305587,22.134602,69.026573
Tomatoes,168,149,191,222.034792,5.911117,21.047478,61.353929
Tomatoes,166,145,192,238.618658,5.709751,21.333272,67.651868
Chinese cabbage,188,149,171,192.240289,5.510985,19.191996,64.594389
Broccoli,196,138,181,219.651917,5.882625,18.671919,69.815712
Carrots,124,96,109,188.560948,6.680168,16.623565,74.88173
Lettuce,154,113,152,202.648323,6.778047,22.22386,65.207143
Celery,123,115,130,168.621058,7.299832,15.214873,70.113725
Carrots,133,110,117,181.281638,7.39197,16.160369,77.370191
Cauliflower,189,135,163,198.219065,5.91075,18.841452,66.981151
Tomatoes,166,159,183,226.715531,5.614105,25.631646,64.976174
Spinach,154,139,163,190.208022,6.66054,15.469118,69.72109
Mustard greens,134,101,124,184.879343,6.148448,23.644792,60.418308
Spinach,146,128,174,205.546391,6.758592,15.294625,64.651743
Bok choy,151,128,144,185.575197,6.972521,18.447972,69.444153
Carrots,122,94,100,170.989396,6.052772,15.746891,76.375835
Beans,142,127,147,208.65848,7.220393,19.873064,62.714376
Celery,120,110,136,166.314581,6.279818,18.27863,71.567429
Kale,156,111,145,218.590567,5.83455,17.468737,61.274446
Cucumbers,166,132,142,207.620996,6.28421,21.164506,60.003927
Mustard greens,148,101,128,195.668118,6.820727,20.803777,65.620465
Cabbage,203,163,202,196.139818,6.593132,16.632693,72.348313
Mustard greens,145,104,122,197.50315,6.651763,23.906424,60.198596
Cauliflower,189,138,166,197.853545,6.516368,20.531336,69.60079
Peas,147,103,133,195.866729,6.146001,16.909571,65.64519
Peas,131,109,133,186.541256,6.411339,17.252459,68.835369
Tomatoes,170,145,200,226.958899,6.912376,23.596611,60.274629
Cucumbers,150,136,148,217.163066,6.372513,23.410864,63.254307
Eggplant,160,113,146,207.051077,6.302122,21.934755,64.688428
Cabbage,204,158,211,199.845387,7.201509,15.407111,76.624004
Beans,154,122,150,215.206839,6.087064,19.65366,64.240301
Bell peppers,133,113,152,198.21789,6.656394,23.899911,60.468586
Cucumbers,157,133,147,214.304247,5.586915,24.343495,63.845262
Mustard greens,145,105,139,186.756978,6.123137,19.085758,63.073586
Tomatoes,162,140,199,227.605111,6.388867,21.791564,68.804245
Zucchini,173,150,170,237.331278,6.912035,23.315645,67.470614
Radishes,112,91,111,157.840985,6.805844,19.760705,66.438505
Cauliflower,187,132,172,196.095659,6.320696,18.229364,65.369067
Tomatoes,167,153,189,226.376601,6.798674,22.776004,64.920886
Celery,132,108,133,164.507283,6.152014,16.380546,76.530754
Tomatoes,167,158,181,236.789298,6.90622,24.653923,60.670558
Lettuce,177,116,151,207.793169,6.645644,19.777315,60.523258
Lettuce,162,111,173,201.400157,5.706701,22.178776,61.33467
Peas,141,116,120,184.138114,6.926766,17.249409,68.273247
Spinach,149,137,180,197.711781,6.604668,17.679931,60.23716
Brussels sprouts,193,152,194,211.29983,5.884683,17.655082,68.675716
Mustard greens,147,103,140,195.4621,6.452193,22.153836,61.448097
Broccoli,189,128,189,209.019341,5.596278,23.788001,65.119587
Eggplant,140,110,144,204.019723,6.370499,23.189393,61.921824
Carrots,125,110,107,184.923338,7.393275,18.999753,76.764836
Cauliflower,187,149,173,206.411872,6.961082,23.607723,63.015609
Cauliflower,186,131,164,204.121726,5.820211,20.260699,66.961975
Tomatoes,168,144,185,227.787726,6.976152,22.377736,62.276664
Cauliflower,182,145,166,199.008937,5.894629,23.917609,62.519659
Carrots,126,102,101,173.033204,7.029821,17.22516,77.932043
Lettuce,171,110,166,218.232747,5.857325,22.251562,67.648548
Kale,156,118,147,212.132261,6.809645,18.915051,67.607863
Celery,137,108,135,166.977515,6.465303,16.185071,79.597562
Spinach,151,122,177,192.672639,6.605219,16.970595,68.630933
Bok choy,159,123,142,177.464603,6.704413,23.938188,65.500784
Spinach,157,129,168,191.775396,6.082906,15.824214,64.238243
Beans,158,128,147,216.594014,6.047459,19.132948,66.808895
Spinach,155,127,178,192.247137,5.947149,17.986681,64.429263
Cucumbers,155,137,151,200.575695,5.614562,24.445593,61.003718
Beans,157,128,135,207.429716,6.157136,21.105368,62.068351
Broccoli,196,129,181,206.594693,6.491174,20.784868,60.612346
Lettuce,159,110,158,214.76205,6.850794,22.59439,66.222429
Brussels sprouts,199,161,200,217.921031,5.608122,17.767327,67.007193
Lettuce,174,109,152,209.159902,5.661571,18.141808,66.613686
Lettuce,151,112,153,214.146525,6.082386,18.091435,61.726436
Cauliflower,179,139,180,202.324901,6.824583,19.275035,60.670293
Peas,134,105,135,181.93207,5.661542,17.193864,63.073319
Broccoli,188,133,198,217.711407,6.177758,19.386972,60.265157
Zucchini,162,149,164,238.069511,6.220091,23.547475,67.072429
Kale,160,115,147,214.340675,6.332477,19.828838,61.95226
Cauliflower,190,143,172,208.462773,6.806061,20.405125,60.190346
Kale,147,105,130,211.859765,6.399627,16.291643,61.684059
Bell peppers,143,115,158,194.915092,6.60215,21.472897,66.085258
Tomatoes,177,141,194,236.129557,6.688245,21.589526,60.396858
Mustard greens,131,109,124,192.147557,5.690183,20.807033,66.955234
Zucchini,162,137,159,227.730527,6.779739,24.388604,68.442373
Bell peppers,142,100,169,195.013591,6.099786,23.058034,65.793345
Brussels sprouts,190,170,198,223.206762,6.050812,17.022581,69.964755
Cucumbers,151,131,145,204.802954,5.813083,22.812312,60.000773
Brussels sprouts,182,166,196,220.859565,6.507317,15.507438,66.068114
Mustard greens,142,90,131,195.725917,5.925893,21.451126,68.744785
Zucchini,163,150,151,222.62732,5.540291,25.984165,64.769354
Cucumbers,159,134,152,219.910858,6.358403,21.32024,62.236631
Zucchini,161,145,157,227.082384,6.881181,25.640978,64.078502
Cabbage,213,164,200,187.656936,6.240609,16.631313,77.9232
Zucchini,173,148,159,226.100643,6.633251,20.136735,62.521971
Broccoli,195,124,197,216.974332,6.655859,23.89067,66.416837
Kale,155,105,148,204.477731,6.031718,15.04204,60.468867
Eggplant,158,122,131,205.266785,6.678932,21.31543,62.226035
Broccoli,190,133,195,203.793994,5.680845,18.602906,67.983453
Radishes,128,85,100,156.587907,6.022859,23.178026,62.48394
Carrots,136,103,111,177.318312,6.611368,15.148528,71.355336
Celery,135,101,143,171.147004,6.501538,16.924187,73.310183
Eggplant,152,123,130,214.635382,6.489086,25.535884,62.754493
Beans,158,128,135,212.408897,6.558208,19.8669,62.127119
Cabbage,209,153,204,181.929991,7.250344,16.295007,78.213014
Carrots,129,99,100,173.961839,6.215638,16.48347,72.681892
Radishes,113,94,100,154.609487,6.503188,18.447941,66.335806
Kale,146,114,139,208.149052,6.032402,16.048184,63.516236
Beans,149,115,132,219.561778,7.172102,20.68092,61.458328
Zucchini,161,135,153,223.508732,6.490075,22.535329,68.612964
Brussels sprouts,197,164,189,212.626857,6.956421,16.579557,62.74036
Mustard greens,136,94,121,195.606536,6.295172,23.534692,68.100013
Cabbage,208,161,209,190.227155,6.338277,17.123393,72.59594
Radishes,118,85,118,154.927856,5.543419,22.381084,68.387412
Cucumbers,152,122,154,217.552152,5.919081,24.556019,64.549864
Spinach,151,120,162,200.644399,6.000815,18.06359,64.044836
Cucumbers,160,133,147,216.118775,6.991072,20.735324,65.532996
Mustard greens,147,105,140,198.129239,5.730292,23.381428,63.740113
Carrots,134,110,117,174.029634,6.795707,15.686976,77.808981
Bok choy,150,121,156,170.873698,6.180814,21.423964,67.988657
Tomatoes,166,148,195,224.952599,6.35439,22.461257,65.164314
Zucchini,174,138,156,223.14826,6.538462,24.554219,62.232001
Tomatoes,160,151,182,231.915084,5.570848,21.170094,63.205222
Peas,136,118,134,193.762303,6.126989,18.605765,68.41414
Celery,122,101,135,165.244552,6.155426,16.779147,79.357523
Brussels sprouts,182,164,200,229.393633,6.795269,17.592428,67.744502
Zucchini,177,143,168,232.955498,6.965014,23.44867,66.846468
Brussels sprouts,192,155,183,222.238735,5.985334,16.642393,68.237833
Carrots,128,103,119,182.233427,7.047908,16.233046,76.741444
Eggplant,145,113,131,209.545509,7.478476,24.538408,63.899856
Cauliflower,182,144,172,191.22305,6.627461,22.127806,67.019134
Eggplant,159,121,141,204.992837,6.106065,25.525239,62.519824
Cauliflower,173,146,176,209.172693,5.583257,23.022938,69.514241
Beans,147,121,134,209.141902,6.991343,23.938982,63.997344
Spinach,142,131,167,208.307927,6.920574,18.218671,66.077888
Broccoli,189,139,195,209.995383,5.886144,19.015544,65.864661
Lettuce,150,114,175,216.199506,6.802211,23.39841,68.859112
Brussels sprouts,191,153,181,221.442554,6.249342,15.923724,66.372706
Beans,148,129,138,213.683666,6.073138,21.735568,63.288861
Zucchini,180,150,155,223.395406,6.601053,25.303589,60.424295
Radishes,125,98,120,161.209133,6.124151,22.197042,61.906909
Lettuce,152,111,171,212.730098,6.061827,18.274868,61.050822
Kale,146,104,144,216.742546,6.703879,19.463875,61.004014
Radishes,111,98,107,150.57668,6.794984,23.277738,65.614766
Beans,150,124,144,209.126731,7.373756,18.993769,69.170407
Cauliflower,189,150,165,208.242117,6.178968,23.236441,62.40802
Bok choy,162,127,143,189.315559,6.425879,21.097889,64.870589
Peas,142,100,125,181.749545,5.804134,16.033102,69.63176
Peas,138,118,124,192.228642,6.047185,16.180154,69.023228
Beans,152,127,130,209.068121,6.740899,18.292724,65.899719
Carrots,122,109,108,181.920293,7.278752,17.11958,72.191335
Cucumbers,157,132,157,212.970148,5.501834,22.821148,62.968144
Celery,124,113,150,167.431778,6.640007,19.48991,76.523484
Radishes,123,85,118,159.356929,6.201203,23.809231,63.363206
Beans,151,114,141,202.308109,7.268875,21.940951,68.273178
Eggplant,150,110,133,206.513516,6.611421,22.301755,65.096371
Spinach,144,124,178,201.606579,5.957965,15.295223,61.110367
Broccoli,195,125,189,208.308192,6.740768,22.967347,61.469425
Cabbage,206,162,204,196.924282,6.376078,19.27918,78.108906
Brussels sprouts,186,169,198,221.716411,5.819922,16.621541,62.607745
Eggplant,156,125,147,218.147135,6.346677,23.250971,60.934312
Broccoli,200,122,184,208.204291,5.99044,22.181073,63.526348
Broccoli,180,127,182,204.800603,6.355352,18.905026,68.519063
Bell peppers,144,105,167,181.428167,6.275001,21.999398,67.494493
Broccoli,186,130,186,210.538869,6.657493,21.922701,66.863337
Bok choy,164,120,160,171.231686,6.549166,23.420077,61.358162
Tomatoes,163,150,194,237.338898,5.551513,21.624225,66.011068
Beans,158,114,142,215.342946,7.484526,18.965635,66.118614
Bell peppers,137,112,156,187.75921,5.61154,23.038394,69.15561
Lettuce,163,102,160,210.64671,5.626092,21.700696,66.284042
Tomatoes,167,156,189,231.272671,6.747135,24.310566,62.98254
Beans,153,113,133,210.877005,6.060062,21.684851,67.400987
Cauliflower,176,130,172,197.343624,5.877102,18.710798,65.760545
Radishes,120,82,102,169.670429,5.895415,21.134611,63.995907
Zucchini,173,144,162,234.286932,5.945549,25.58652,61.982496
Spinach,146,140,177,209.653323,6.427873,15.160048,67.016313
Beans,142,125,135,215.236363,6.782956,23.80869,63.211579
Cucumbers,159,124,149,205.36674,6.913686,24.001078,69.154256
Cucumbers,166,133,140,219.726319,6.955798,21.657446,62.231464
Chinese cabbage,179,145,161,197.402102,6.585853,23.840891,65.083895
Chinese cabbage,172,144,160,208.89515,5.514165,23.273987,68.853966
Cabbage,205,152,212,197.782633,7.289711,19.078926,71.955467
